T1,Q1,AT1,I1,V1
292.15,2.40120788207869,0,15,-3.83133373602765
292.15,2.40100356138345,0,15,-3.83137059262514
292.15,2.40079934010822,0,15,-3.83140744380271
292.15,2.4005952169355,0,15,-3.83144428963468
292.15,2.40039119056595,0,15,-3.83148113019437
292.15,2.40018725971811,0,15,-3.83151796555408
292.15,2.39998342312813,0,15,-3.83155479578509
292.15,2.3997796795496,0,15,-3.83159162095769
292.15,2.39957602775311,0,15,-3.83162844114121
292.15,2.39937246652636,0,15,-3.83166525640399
292.15,2.39916899467352,0,15,-3.83170206681342
292.15,2.39896561101534,0,15,-3.83173887243597
292.15,2.39876231438865,0,15,-3.83177567333715
292.15,2.39855910364645,0,15,-3.83181246958159
292.15,2.39835597765733,0,15,-3.83184926123298
292.15,2.39815293530557,0,15,-3.83188604835415
292.15,2.39794997549066,0,15,-3.83192283100703
292.15,2.39774709712719,0,15,-3.83195960925268
