"","dataset_name","severity_description.x","severity_level","Conclusion","second_buy","Label","battery","battery_category","X10_60","X10_75","X10_100","X10_125","X10_150","X40_60","X40_75","X40_100","X40_125","X40_150"
"96","Soteria-Control-0SOC-cell1","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","73.9",1,"SO","Soteria (Control)",0.330718954248366,0.313131313131313,0.2996336996337,0.274137931034483,0.261702127659574,0.596825396825397,0.498148148148148,0.404918032786885,0.346899224806202,0.311711712
"97","Soteria-control-10SOC-cell1","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","53.3",1,"SO","Soteria (Control)",0.480392156862745,0.395959595959596,0.28974358974359,0.275287356321839,0.260047281323877,0.633333333333333,0.475925925925926,0.404371584699454,0.371317829457364,0.144681937
"98","Soteria-control-30SOC-cell1","Physical effect (pouch swelling), extended joule heating, local reactions – 5",5,"TP","-9999",1,"SO","Soteria (Control)",0.526797385620915,0.476262626262626,0.384981684981685,0.339942528735632,0.309456264775414,0.59047619047619,0.514814814814815,0.446448087431694,0.386046511627907,0.093728491
"99","Soteria-control-30SOC-cell2","Physical effect (pouch swelling), extended joule heating, local reactions – 5",5,"TP","49.5",1,"SO","Soteria (Control)",0.513071895424836,0.411111111111111,0.32051282051282,0.307471264367816,0.291489361702128,0.642857142857143,0.538888888888889,0.372131147540984,0.312015503875969,0.18321434
"100","Soteria-Control-5010mAh-20SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","61.6",1,"SO","Soteria (Control)",0.577777777777778,0.493434343434343,0.446153846153846,0.38448275862069,0.329314420803782,0.577777777777778,0.515740740740741,0.469398907103825,0.418217054263566,0.1893432
"101","Soteria-Control-5030mAh-10SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","64.1",1,"SO","Soteria (Control)",0.626797385620915,0.574747474747475,0.480586080586081,0.38448275862069,0.333569739952719,0.704761904761904,0.576851851851852,0.481967213114754,0.413565891472868,0.11732894
"102","Soteria-Control-50SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","39.4",1,"SO","Soteria (Control)",0.45359477124183,0.365151515151515,0.31978021978022,0.304597701149425,0.294562647754137,0.56031746031746,0.442592592592593,0.366666666666667,0.337209302325581,0.31342432
"103","Soteria-control-5100mAh-50SOC","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","50.6",1,"SO","Soteria (Control)",0.54640522875817,0.482323232323232,0.454212454212454,0.406034482758621,0.362884160756501,0.631746031746032,0.605555555555556,0.509289617486339,0.428682170542636,0.09809823
"104","Soteria-Control-5100mAh-55SOC","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","66.7",1,"SO","Soteria (Control)",0.565359477124183,0.534848484848485,0.475457875457875,0.41867816091954,0.367612293144208,0.642857142857143,0.55462962962963,0.45792349726776,0.402325581395349,0.19328194
"105","Soteria-Control-5120mAh-50SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","58.4",1,"SO","Soteria (Control)",0.502614379084967,0.485858585858586,0.443589743589744,0.414942528735632,0.38628841607565,0.66984126984127,0.549074074074074,0.46775956284153,0.422093023255814,0.36839214
"106","Soteria-SCC-20SOC-5180mAh","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.262091503267974,0.222222222222222,0.231501831501831,0.23764367816092,0.22789598108747,0.415873015873016,0.378703703703704,0.334426229508197,0.310077519379845,0.289489489
"107","Soteria-SCC-4160mAh-100SOC-8mm","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.440522875816993,0.428282828282828,0.389010989010989,0.343103448275862,0.29290780141844,0.585714285714286,0.509259259259259,0.453005464480874,0.39922480620155,0.356456456
"108","Soteria-SCC-4630mAh-10SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.366013071895425,0.340909090909091,0.305494505494505,0.264080459770115,0.248699763593381,0.512698412698413,0.405555555555556,0.326229508196721,0.277131782945736,0.254354354
"109","Soteria-SCC-4700mAh-100SOC-12mm","No effect, instant local Joule heating, no internal discharge – 1",NA,"","-9999",2,"SO","Soteria",0.457516339869281,0.381313131313131,0.328205128205128,0.291954022988506,0.265248226950355,0.522222222222222,0.442592592592592,0.349726775956284,0.303488372093023,0.266966967
"110","Soteria-SCC-4720mAh-40SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.392156862745098,0.350505050505051,0.318681318681319,0.301436781609196,0.292198581560284,0.622222222222222,0.52962962962963,0.43879781420765,0.397674418604651,0.366666667
"111","Soteria-SCC-4870mah-0SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.603267973856209,0.466161616161616,0.361538461538461,0.326436781609195,0.30354609929078,0.944444444444444,0.717592592592592,0.450273224043716,0.393410852713178,0.353153153
"112","Soteria-SCC-5050mAhr-100SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.336601307189542,0.374747474747475,0.314652014652015,0.290229885057471,0.271631205673759,0.642857142857143,0.534259259259259,0.424043715846995,0.360852713178294,0.323723724
"113","Soteria-SCC-5070-70SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.240522875816993,0.262121212121212,0.251648351648352,0.26551724137931,0.268557919621749,0.544444444444444,0.458333333333333,0.375409836065574,0.358139534883721,0.341141141
"114","Soteria-SCC-5080mAh-20SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.474509803921569,0.46969696969697,0.393406593406593,0.344827586206897,0.321040189125296,0.647619047619047,0.537037037037037,0.459562841530055,0.40968992248062,0.372672673
"115","Soteria-SCC-5170mAh-60SOC","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.318954248366013,0.246464646464647,0.178754578754579,0.169444444444444,0.169444444444444,0.476190476190476,0.300925925925926,0.221857923497268,0.175968992248062,0.165165165
"116","Soteria-SCC-60SOC-cell1","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.263398692810457,0.232323232323232,0.205860805860806,0.168965517241379,0.145626477541371,0.487301587301587,0.385185185185185,0.241530054644809,0.190697674418605,0.16996997
"117","Soteria-SCC-80SOC-cell1","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.441830065359477,0.389393939393939,0.361904761904762,0.314080459770115,0.271158392434988,0.596825396825397,0.49537037037037,0.421311475409836,0.349612403100775,0.313213213
"118","Soteria-SCC-90SOC-cell1","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.19281045751634,0.181818181818182,0.208791208791209,0.23448275862069,0.203073286052009,0.236507936507936,0.310185185185185,0.297814207650273,0.306589147286822,0.252552553
